Count,Sampled_r1,Sampled_r2,Sampled_ima1,Sampled_ima2,Sampled_5V
1980000,1383,1437,2163,2182,2455
1980000,1382,1435,2163,2181,2457
1980000,1380,1435,2162,2180,2454
1980000,1382,1436,2164,2180,2458
1980000,1383,1436,2162,2181,2458
1980000,1381,1436,2162,2180,2455
1980000,1383,1435,2163,2182,2459
1980000,1382,1435,2163,2182,2454
1980000,1381,1435,2163,2181,2455
2380000,1382,1435,2163,2183,2456
2380000,1454,1488,2110,2138,2452
2380000,1453,1488,2110,2138,2457
2380000,1453,1488,2110,2138,2454
2380000,1452,1488,2111,2138,2457
2380000,1453,1489,2110,2138,2458
2380000,1454,1487,2110,2137,2455
2380000,1453,1488,2109,2138,2457
2380000,1454,1487,2110,2137,2453
2380000,1453,1488,2110,2137,2458
2380000,1454,1488,2110,2137,2454
2380000,1453,1488,2109,2138,2457
2380000,1453,1488,2110,2138,2454
2380000,1453,1488,2110,2138,2456
2380000,1453,1488,2110,2138,2460
2380000,1453,1487,2110,2137,2458
2380000,1452,1487,2109,2137,2458
2380000,1454,1487,2110,2138,2455
2380000,1454,1487,2110,2138,2458
2380000,1454,1488,2110,2138,2456
2380000,1453,1488,2110,2137,2459
2380000,1452,1488,2109,2137,2454
2380000,1454,1488,2110,2138,2459
2380000,1454,1488,2110,2137,2455
2380000,1453,1488,2110,2137,2455
2380000,1452,1488,2109,2138,2453
2380000,1453,1489,2110,2139,2457
2380000,1452,1489,2111,2137,2456
2380000,1454,1488,2110,2137,2458
2380000,1455,1489,2110,2137,2459
2380000,1452,1487,2107,2136,2454
2380000,1453,1487,2109,2135,2457
2380000,1453,1488,2109,2136,2455
2380000,1452,1486,2106,2135,2455
2380000,1451,1485,2107,2134,2455
2380000,1452,1486,2108,2135,2451
2380000,1451,1487,2107,2135,2452
2380000,1451,1486,2106,2134,2454
2380000,1452,1486,2107,2135,2451
2380000,1452,1487,2109,2138,2456
2860000,1453,1487,2111,2138,2456
2860000,1489,1533,2044,2091,2457
2860000,1490,1533,2044,2089,2452
2860000,1489,1532,2043,2090,2454
2860000,1489,1532,2043,2090,2456
2860000,1487,1532,2044,2090,2451
2860000,1490,1532,2043,2089,2451
2860000,1487,1532,2044,2089,2454
2860000,1488,1532,2044,2089,2455
2860000,1488,1531,2043,2088,2455
2860000,1487,1530,2043,2088,2455
2860000,1489,1531,2043,2089,2452
2860000,1488,1532,2043,2089,2453
2860000,1487,1532,2042,2088,2452
2860000,1489,1532,2042,2087,2454
2860000,1487,1532,2043,2088,2452
2860000,1488,1531,2043,2088,2450
2860000,1488,1531,2042,2089,2453
2860000,1487,1531,2043,2088,2455
2860000,1488,1531,2042,2087,2453
2860000,1489,1531,2042,2089,2455
2860000,1487,1531,2043,2087,2456
2860000,1488,1532,2042,2089,2452
2860000,1487,1531,2043,2089,2454
2860000,1487,1532,2043,2089,2454
2860000,1488,1531,2043,2088,2454
2860000,1487,1531,2042,2087,2454
2860000,1488,1532,2043,2088,2451
2860000,1488,1531,2043,2088,2453
2860000,1489,1531,2043,2088,2455
2860000,1486,1530,2039,2086,2448
2860000,1480,1522,2028,2071,2433
2860000,1464,1505,2008,2045,2402
2860000,1464,1520,2007,2055,2409
2860000,1459,1510,2009,2048,2407
2860000,1457,1501,2004,2066,2411
2860000,1462,1508,2003,2045,2397
2860000,1460,1503,2006,2060,2414
2860000,1459,1510,2016,2048,2409
2860000,1462,1503,2007,2049,2413
3430000,1467,1504,2005,2052,2413
3430000,1486,1554,1963,2012,2406
3430000,1482,1542,1966,2016,2410
3430000,1503,1549,1971,2019,2412
3430000,1485,1544,1961,2005,2396
3430000,1490,1547,1970,2008,2403
3430000,1485,1544,1964,2012,2410
3430000,1487,1547,1962,2007,2403
3430000,1486,1550,1971,2010,2410
3430000,1493,1548,1965,2013,2407
3430000,1486,1553,1967,2012,2406
3430000,1489,1543,1976,2022,2412
3430000,1493,1544,1964,2009,2400
3430000,1482,1543,1960,2012,2411
3430000,1486,1542,1961,2008,2411
3430000,1490,1547,1965,2010,2402
3430000,1489,1543,1964,2007,2402
3430000,1487,1553,1964,2012,2407
3430000,1486,1549,1964,2009,2403
3430000,1484,1543,1958,2010,2417
3430000,1481,1547,1964,2009,2405
3430000,1482,1545,1976,2014,2416
3430000,1482,1544,1958,2007,2411
3430000,1486,1547,1966,2009,2404
3430000,1484,1543,1971,2016,2408
3430000,1483,1555,1962,2011,2403
3430000,1484,1543,1964,2018,2417
3430000,1490,1544,1964,2009,2404
3430000,1488,1546,1975,2013,2412
3430000,1492,1548,1964,2012,2404
3430000,1487,1551,1961,2008,2401
3430000,1496,1549,1972,2016,2412
3430000,1489,1544,1962,2007,2401
3430000,1484,1545,1967,2016,2408
3430000,1484,1540,1955,2000,2385
3430000,1484,1541,1959,2007,2414
3430000,1487,1551,1962,2010,2402
3430000,1489,1543,1962,2010,2412
3430000,1481,1541,1963,2016,2409
3430000,1484,1544,1962,2010,2407
4120000,1489,1551,1963,2012,2414
4120000,1542,1599,1933,1963,2405
4120000,1538,1598,1930,1968,2412
4120000,1541,1598,1935,1966,2416
4120000,1540,1602,1935,1972,2402
4120000,1537,1604,1936,1961,2404
4120000,1545,1609,1930,1965,2401
4120000,1538,1595,1923,1951,2388
4120000,1540,1601,1935,1968,2405
4120000,1544,1603,1929,1964,2402
4120000,1544,1599,1929,1964,2399
4120000,1533,1593,1926,1979,2414
4120000,1537,1603,1931,1979,2408
4120000,1536,1613,1928,1962,2404
4120000,1547,1599,1933,1967,2409
4120000,1536,1611,1931,1961,2403
4120000,1538,1599,1930,1967,2399
4120000,1542,1605,1926,1962,2396
4120000,1534,1594,1923,1964,2406
4120000,1543,1617,1932,1967,2406
4120000,1543,1599,1931,1968,2410
4120000,1540,1599,1928,1958,2397
4120000,1535,1593,1920,1957,2406
4120000,1539,1606,1931,1964,2401
4120000,1538,1599,1944,1968,2407
4120000,1538,1603,1932,1958,2401
4120000,1542,1599,1927,1960,2395
4120000,1536,1593,1919,1958,2408
4120000,1541,1593,1937,1971,2406
4120000,1534,1597,1921,1956,2411
4120000,1544,1596,1928,1967,2407
4120000,1543,1596,1931,1966,2400
4120000,1539,1601,1934,1968,2407
4120000,1535,1592,1924,1956,2402
4120000,1532,1594,1926,1974,2399
4120000,1540,1599,1929,1959,2398
4120000,1539,1598,1929,1960,2414
4120000,1543,1599,1931,1960,2398
4120000,1554,1598,1934,1962,2401
4120000,1529,1593,1927,1969,2407
4940000,1536,1603,1928,1957,2398
4940000,1602,1653,1874,1907,2398
4940000,1596,1659,1887,1911,2410
4940000,1592,1650,1869,1902,2406
4940000,1603,1654,1883,1909,2404
4940000,1594,1648,1884,1904,2404
4940000,1595,1640,1882,1918,2405
4940000,1595,1642,1866,1899,2407
4940000,1591,1650,1876,1905,2403
4940000,1592,1653,1874,1902,2405
4940000,1591,1649,1866,1896,2405
4940000,1591,1651,1874,1901,2395
4940000,1598,1651,1879,1905,2403
4940000,1592,1644,1886,1903,2401
4940000,1589,1642,1872,1914,2402
4940000,1599,1651,1874,1905,2398
4940000,1601,1663,1873,1909,2404
4940000,1605,1654,1887,1913,2415
4940000,1595,1651,1874,1910,2398
4940000,1599,1653,1878,1907,2395
4940000,1593,1647,1874,1897,2383
4940000,1601,1651,1873,1906,2394
4940000,1601,1647,1881,1917,2405
4940000,1596,1654,1870,1903,2397
4940000,1590,1654,1884,1900,2396
4940000,1595,1658,1877,1911,2407
4940000,1599,1648,1882,1903,2400
4940000,1597,1643,1876,1915,2417
4940000,1593,1653,1873,1919,2410
4940000,1594,1646,1871,1902,2402
4940000,1599,1650,1868,1901,2400
4940000,1587,1641,1873,1910,2407
4940000,1590,1648,1879,1900,2401
4940000,1590,1643,1871,1913,2400
4940000,1599,1648,1870,1904,2403
4940000,1594,1643,1864,1902,2414
4940000,1595,1640,1864,1904,2408
4940000,1596,1649,1872,1907,2424
4940000,1599,1657,1878,1913,2407
4940000,1592,1652,1876,1911,2400
5930000,1590,1642,1880,1911,2410
5930000,1660,1690,1792,1843,2403
5930000,1649,1698,1796,1840,2391
5930000,1652,1708,1794,1846,2394
5930000,1647,1691,1801,1847,2394
5930000,1655,1694,1806,1848,2403
5930000,1650,1705,1800,1847,2401
5930000,1649,1703,1801,1847,2400
5930000,1661,1691,1793,1840,2410
5930000,1658,1700,1798,1845,2394
5930000,1648,1692,1795,1842,2402
5930000,1652,1690,1794,1852,2403
5930000,1654,1701,1800,1844,2403
5930000,1660,1699,1800,1848,2406
5930000,1650,1692,1802,1844,2396
5930000,1655,1697,1791,1841,2399
5930000,1656,1700,1794,1844,2392
5930000,1660,1693,1794,1845,2400
5930000,1644,1690,1795,1849,2398
5930000,1654,1699,1800,1844,2399
5930000,1650,1694,1793,1846,2400
5930000,1651,1699,1799,1840,2393
5930000,1659,1697,1794,1842,2393
5930000,1647,1688,1796,1850,2396
5930000,1649,1687,1793,1839,2398
5930000,1646,1692,1795,1842,2403
5930000,1649,1693,1808,1842,2404
5930000,1649,1690,1790,1843,2396
5930000,1659,1691,1792,1838,2387
5930000,1649,1702,1791,1840,2391
5930000,1650,1691,1798,1841,2386
5930000,1649,1694,1797,1861,2401
5930000,1649,1690,1809,1853,2401
5930000,1652,1691,1803,1847,2392
5930000,1649,1691,1792,1853,2406
5930000,1647,1691,1798,1847,2409
5930000,1656,1693,1800,1843,2394
5930000,1651,1693,1789,1840,2398
5930000,1653,1694,1792,1843,2410
5930000,1645,1692,1793,1849,2396
7120000,1651,1693,1794,1842,2409
7120000,1709,1747,1712,1789,2392
7120000,1708,1745,1706,1797,2392
7120000,1715,1758,1703,1797,2407
7120000,1703,1744,1709,1793,2390
7120000,1731,1750,1716,1803,2404
7120000,1719,1742,1706,1786,2396
7120000,1704,1744,1704,1793,2396
7120000,1712,1745,1721,1796,2405
7120000,1714,1740,1706,1790,2393
7120000,1709,1741,1705,1793,2398
7120000,1704,1741,1703,1790,2400
7120000,1718,1747,1714,1796,2398
7120000,1707,1756,1719,1791,2406
7120000,1725,1751,1706,1796,2412
7120000,1712,1740,1704,1789,2397
7120000,1708,1744,1698,1789,2410
7120000,1711,1744,1703,1788,2405
7120000,1701,1747,1709,1783,2391
7120000,1709,1749,1700,1788,2406
7120000,1705,1743,1701,1789,2416
7120000,1704,1745,1699,1797,2395
7120000,1705,1741,1705,1794,2400
7120000,1710,1739,1700,1790,2391
7120000,1705,1745,1703,1796,2395
7120000,1707,1754,1729,1793,2405
7120000,1713,1741,1702,1790,2398
7120000,1715,1750,1715,1792,2399
7120000,1705,1744,1702,1788,2396
7120000,1704,1737,1705,1798,2392
7120000,1708,1742,1705,1787,2389
7120000,1712,1744,1698,1790,2404
7120000,1704,1740,1709,1790,2390
7120000,1705,1742,1702,1792,2392
7120000,1712,1742,1700,1788,2391
7120000,1703,1751,1709,1790,2399
7120000,1708,1748,1702,1785,2404
7120000,1709,1738,1702,1795,2404
7120000,1725,1746,1708,1792,2392
7120000,1706,1743,1701,1788,2403
8540000,1718,1765,1705,1797,2397
8540000,1784,1800,1679,1767,2400
8540000,1773,1806,1686,1768,2394
8540000,1772,1797,1679,1775,2392
8540000,1769,1805,1683,1761,2395
8540000,1774,1816,1680,1768,2391
8540000,1770,1803,1694,1768,2394
8540000,1784,1802,1679,1766,2387
8540000,1767,1798,1682,1761,2398
8540000,1771,1799,1681,1762,2409
8540000,1766,1799,1679,1764,2396
8540000,1770,1806,1674,1763,2394
8540000,1778,1800,1683,1761,2396
8540000,1772,1803,1674,1767,2395
8540000,1784,1807,1691,1769,2398
8540000,1771,1803,1677,1765,2397
8540000,1767,1803,1686,1765,2386
8540000,1766,1802,1682,1776,2391
8540000,1779,1807,1677,1768,2396
8540000,1768,1806,1690,1762,2389
8540000,1769,1801,1679,1766,2390
8540000,1771,1804,1676,1772,2390
8540000,1773,1799,1681,1768,2401
8540000,1772,1796,1682,1772,2389
8540000,1766,1798,1681,1767,2394
8540000,1777,1798,1682,1767,2399
8540000,1773,1798,1678,1771,2391
8540000,1781,1802,1684,1765,2392
8540000,1771,1800,1688,1762,2390
8540000,1772,1796,1688,1763,2388
8540000,1773,1803,1676,1763,2392
8540000,1770,1796,1681,1770,2388
8540000,1768,1804,1677,1762,2395
8540000,1772,1815,1680,1771,2392
8540000,1771,1797,1682,1760,2391
8540000,1767,1801,1682,1760,2387
8540000,1771,1800,1688,1764,2388
8540000,1766,1801,1689,1764,2391
8540000,1775,1799,1689,1763,2398
8540000,1770,1798,1674,1762,2394
10250000,1760,1789,1690,1763,2388
10250000,1852,1871,1695,1770,2397
10250000,1848,1862,1698,1767,2397
10250000,1844,1867,1694,1770,2390
10250000,1848,1862,1696,1770,2403
10250000,1840,1863,1693,1774,2395
10250000,1848,1863,1697,1765,2401
10250000,1852,1870,1696,1771,2397
10250000,1850,1859,1699,1775,2403
10250000,1845,1869,1692,1767,2399
10250000,1855,1865,1697,1769,2398
10250000,1843,1869,1699,1766,2400
10250000,1848,1863,1695,1770,2392
10250000,1849,1869,1691,1763,2396
10250000,1846,1864,1695,1772,2395
10250000,1844,1865,1690,1774,2397
10250000,1857,1864,1695,1768,2385
10250000,1846,1862,1697,1769,2387
10250000,1848,1862,1691,1768,2392
10250000,1841,1868,1695,1770,2381
10250000,1847,1863,1702,1766,2394
10250000,1845,1863,1703,1775,2386
10250000,1849,1864,1692,1785,2397
10250000,1844,1865,1692,1776,2394
10250000,1847,1863,1690,1775,2400
10250000,1842,1870,1691,1768,2383
10250000,1849,1874,1693,1768,2397
10250000,1849,1863,1693,1770,2391
10250000,1849,1863,1694,1766,2391
10250000,1849,1859,1699,1773,2390
10250000,1846,1865,1697,1765,2390
10250000,1843,1863,1699,1770,2396
10250000,1845,1863,1699,1768,2392
10250000,1847,1870,1692,1767,2390
10250000,1848,1865,1710,1766,2389
10250000,1842,1869,1697,1767,2388
10250000,1840,1863,1694,1769,2394
10250000,1846,1863,1692,1770,2392
10250000,1846,1863,1698,1767,2389
10250000,1848,1861,1696,1768,2384
12300000,1855,1875,1703,1772,2389
12300000,1992,1939,1739,1799,2391
12300000,1996,1939,1731,1795,2386
12300000,1991,1940,1732,1791,2386
12300000,1996,1939,1737,1798,2388
12300000,1996,1946,1730,1792,2385
12300000,1990,1940,1735,1795,2398
12300000,1991,1940,1735,1790,2389
12300000,1987,1938,1735,1797,2391
12300000,1996,1938,1736,1799,2387
12300000,1994,1942,1734,1798,2389
12300000,1994,1941,1737,1797,2393
12300000,1996,1944,1729,1797,2390
12300000,1993,1947,1737,1804,2392
12300000,1989,1941,1734,1791,2388
12300000,1996,1942,1736,1792,2387
12300000,1997,1939,1735,1797,2402
12300000,1989,1942,1743,1791,2392
12300000,1993,1942,1741,1794,2391
12300000,1994,1940,1737,1792,2384
12300000,1999,1937,1738,1793,2388
12300000,2002,1946,1729,1801,2394
12300000,1989,1940,1733,1796,2390
12300000,1990,1942,1733,1798,2392
12300000,1994,1937,1735,1795,2391
12300000,1991,1944,1729,1797,2385
12300000,1988,1943,1735,1796,2387
12300000,1996,1952,1749,1796,2390
12300000,1995,1949,1741,1794,2390
12300000,1996,1940,1735,1794,2382
12300000,1990,1937,1734,1792,2383
12300000,1992,1941,1729,1799,2398
12300000,1992,1937,1733,1789,2394
12300000,1987,1942,1733,1794,2389
12300000,1994,1942,1730,1794,2386
12300000,1995,1939,1734,1796,2391
12300000,1990,1944,1732,1794,2394
12300000,1994,1937,1733,1790,2388
12300000,1995,1947,1729,1794,2391
12300000,1988,1939,1733,1792,2383
14760000,1992,1938,1734,1797,2386
14760000,2107,1991,1789,1839,2392
14760000,2100,1996,1783,1845,2388
14760000,2090,1989,1786,1836,2388
14760000,2111,1993,1786,1846,2390
14760000,2111,2001,1780,1843,2387
14760000,2112,1993,1792,1839,2382
14760000,2117,1992,1787,1847,2389
14760000,2094,1996,1782,1841,2383
14760000,2102,1989,1788,1839,2387
14760000,2092,1995,1785,1841,2384
14760000,2089,1990,1789,1842,2383
14760000,2093,1994,1787,1833,2389
14760000,2102,1992,1786,1846,2384
14760000,2093,1992,1778,1841,2386
14760000,2093,1989,1784,1840,2380
14760000,2095,1987,1788,1838,2387
14760000,2088,1985,1783,1832,2377
14760000,2099,1990,1780,1835,2382
14760000,2097,1995,1779,1847,2383
14760000,2096,1988,1789,1836,2385
14760000,2091,1995,1784,1837,2393
14760000,2095,1992,1788,1833,2379
14760000,2095,1993,1783,1838,2383
14760000,2096,1990,1778,1841,2385
14760000,2092,1999,1781,1840,2385
14760000,2093,1987,1784,1840,2392
14760000,2097,1992,1782,1838,2388
14760000,2089,1987,1788,1833,2380
14760000,2098,1990,1779,1841,2385
14760000,2099,1991,1788,1833,2384
14760000,2097,1989,1781,1840,2401
14760000,2094,1993,1793,1835,2392
14760000,2090,1990,1786,1829,2387
14760000,2092,1986,1780,1837,2382
14760000,2088,1991,1781,1836,2382
14760000,2098,1994,1784,1840,2386
14760000,2089,1994,1787,1837,2380
14760000,2091,1989,1788,1838,2383
14760000,2098,1993,1784,1841,2385
17710000,2085,1986,1770,1824,2383
17710000,2074,1986,1908,1910,2380
17710000,2065,1985,1905,1910,2393
17710000,2065,1984,1905,1908,2381
17710000,2060,1980,1912,1915,2380
17710000,2067,1987,1913,1914,2389
17710000,2056,1987,1911,1914,2384
17710000,2066,1987,1904,1907,2390
17710000,2063,1985,1908,1909,2385
17710000,2056,1982,1908,1910,2382
17710000,2060,1986,1918,1907,2384
17710000,2060,1985,1912,1907,2383
17710000,2060,1985,1910,1904,2383
17710000,2063,1986,1908,1911,2382
17710000,2067,1991,1903,1910,2384
17710000,2073,1982,1907,1922,2380
17710000,2060,1984,1904,1906,2379
17710000,2061,1986,1907,1908,2381
17710000,2061,1985,1908,1904,2375
17710000,2062,1988,1908,1905,2372
17710000,2064,1984,1903,1912,2378
17710000,2063,1990,1908,1912,2380
17710000,2067,1991,1907,1929,2386
17710000,2056,1987,1906,1911,2379
17710000,2064,1991,1911,1909,2380
17710000,2061,1984,1909,1911,2384
17710000,2065,1984,1909,1909,2383
17710000,2057,1981,1909,1910,2385
17710000,2061,1974,1902,1907,2382
17710000,2065,1978,1907,1911,2383
17710000,2063,1981,1911,1902,2385
17710000,2061,1984,1918,1913,2383
17710000,2060,1985,1910,1915,2382
17710000,2062,1989,1908,1921,2388
17710000,2059,1985,1908,1911,2383
17710000,2062,1986,1905,1911,2376
17710000,2064,1985,1906,1914,2374
17710000,2066,1987,1905,1914,2375
17710000,2055,1986,1906,1909,2383
17710000,2062,1987,1916,1903,2387
21260000,2067,1987,2059,1973,2385
21260000,1984,1939,2079,1975,2383
21260000,1980,1930,2068,1978,2370
21260000,1980,1936,2068,1968,2378
21260000,1991,1946,2071,1973,2381
21260000,1986,1940,2078,1970,2372
21260000,1975,1932,2081,1984,2385
21260000,1976,1930,2078,1971,2373
21260000,1979,1928,2074,1975,2386
21260000,1982,1938,2072,1978,2387
21260000,1983,1934,2073,1966,2376
21260000,1982,1936,2073,1966,2375
21260000,1987,1936,2072,1972,2381
21260000,1986,1944,2076,1980,2377
21260000,1987,1940,2074,1972,2379
21260000,1984,1928,2067,1972,2379
21260000,1988,1941,2072,1972,2375
21260000,1986,1939,2079,1977,2384
21260000,1993,1939,2077,1975,2387
21260000,1978,1932,2067,1970,2381
21260000,1986,1936,2076,1979,2386
21260000,1985,1938,2076,1973,2366
21260000,1983,1927,2069,1974,2385
21260000,1977,1929,2067,1973,2383
21260000,1975,1935,2085,1986,2381
21260000,1977,1941,2088,1979,2378
21260000,1987,1941,2079,1972,2381
21260000,1981,1931,2071,1974,2383
21260000,1982,1932,2071,1976,2380
21260000,1984,1937,2078,1980,2386
21260000,1984,1940,2084,1974,2383
21260000,1979,1937,2073,1969,2369
21260000,1979,1934,2069,1962,2375
21260000,1980,1937,2067,1967,2382
21260000,1981,1938,2080,1978,2374
21260000,1982,1938,2077,1976,2374
21260000,1981,1933,2068,1972,2378
21260000,1987,1931,2070,1966,2375
21260000,1976,1930,2075,1970,2380
21260000,1984,1931,2069,1975,2383
25510000,2002,1953,2048,1960,2379
25510000,1731,1860,2066,1974,2388
25510000,1738,1850,2055,1960,2378
25510000,1737,1858,2062,1964,2367
25510000,1730,1850,2070,1975,2374
25510000,1740,1860,2052,1965,2373
25510000,1733,1852,2055,1970,2394
25510000,1729,1845,2044,1963,2381
25510000,1728,1852,2052,1967,2384
25510000,1738,1852,2058,1966,2372
25510000,1731,1851,2056,1972,2392
25510000,1740,1849,2051,1969,2380
25510000,1735,1855,2058,1976,2376
25510000,1738,1857,2052,1969,2384
25510000,1732,1857,2059,1974,2385
25510000,1729,1850,2048,1964,2382
25510000,1733,1854,2058,1972,2379
25510000,1737,1857,2061,1974,2375
25510000,1726,1846,2061,1969,2390
25510000,1739,1859,2055,1963,2365
25510000,1742,1857,2054,1970,2386
25510000,1733,1852,2061,1972,2375
25510000,1734,1849,2056,1974,2383
25510000,1732,1855,2059,1973,2372
25510000,1737,1858,2062,1973,2378
25510000,1728,1851,2049,1967,2385
25510000,1740,1851,2049,1962,2373
25510000,1732,1852,2054,1972,2389
25510000,1728,1847,2043,1963,2376
25510000,1741,1858,2050,1962,2374
25510000,1726,1847,2048,1964,2379
25510000,1724,1838,2043,1959,2365
25510000,1732,1851,2054,1971,2391
25510000,1728,1853,2050,1969,2380
25510000,1729,1846,2048,1965,2373
25510000,1739,1852,2056,1974,2378
25510000,1729,1846,2041,1957,2368
25510000,1726,1844,2045,1962,2374
25510000,1721,1838,2048,1958,2372
25510000,1729,1851,2055,1969,2378
30610000,1701,1844,2003,1943,2375
30610000,1663,1840,1818,1891,2365
30610000,1667,1834,1806,1883,2364
30610000,1669,1840,1815,1897,2369
30610000,1666,1830,1794,1888,2364
30610000,1663,1816,1811,1890,2360
30610000,1671,1825,1810,1897,2374
30610000,1675,1826,1803,1899,2376
30610000,1663,1831,1798,1887,2379
30610000,1676,1834,1805,1892,2361
30610000,1662,1825,1821,1899,2360
30610000,1665,1823,1816,1885,2364
30610000,1670,1830,1800,1897,2354
30610000,1678,1826,1799,1884,2361
30610000,1659,1833,1798,1886,2372
30610000,1659,1822,1813,1883,2366
30610000,1666,1834,1800,1893,2366
30610000,1663,1814,1807,1885,2358
30610000,1671,1824,1804,1887,2366
30610000,1672,1827,1805,1895,2370
30610000,1679,1829,1806,1887,2365
30610000,1663,1823,1818,1900,2369
30610000,1662,1825,1796,1880,2359
30610000,1649,1822,1809,1894,2356
30610000,1665,1821,1812,1881,2360
30610000,1662,1835,1802,1885,2364
30610000,1663,1823,1796,1888,2355
30610000,1675,1840,1803,1888,2345
30610000,1668,1810,1804,1900,2374
30610000,1661,1825,1809,1882,2362
30610000,1660,1832,1804,1884,2374
30610000,1672,1819,1814,1902,2362
30610000,1672,1820,1800,1890,2362
30610000,1657,1824,1818,1892,2380
30610000,1673,1834,1796,1888,2363
30610000,1670,1830,1809,1891,2356
30610000,1660,1826,1805,1895,2365
30610000,1663,1831,1796,1885,2372
30610000,1670,1826,1799,1898,2371
30610000,1668,1822,1811,1878,2353
36740000,1678,1821,1762,1864,2364
36740000,1988,1900,1612,1849,2358
36740000,1992,1904,1622,1840,2360
36740000,1982,1905,1618,1843,2355
36740000,1975,1897,1622,1830,2360
36740000,1979,1891,1627,1829,2360
36740000,1977,1909,1629,1847,2359
36740000,1978,1901,1613,1844,2350
36740000,1974,1901,1629,1835,2360
36740000,1977,1910,1613,1843,2357
36740000,1976,1896,1620,1843,2352
36740000,1986,1888,1617,1837,2349
36740000,1971,1910,1630,1834,2353
36740000,1981,1894,1626,1834,2356
36740000,1978,1905,1617,1829,2345
36740000,1970,1896,1619,1831,2341
36740000,1971,1904,1624,1839,2354
36740000,1970,1902,1619,1832,2369
36740000,1978,1894,1617,1831,2353
36740000,1981,1894,1628,1838,2354
36740000,1984,1911,1627,1839,2364
36740000,1982,1900,1619,1835,2355
36740000,1981,1907,1621,1836,2346
36740000,1978,1907,1620,1832,2352
36740000,1973,1891,1625,1828,2354
36740000,1972,1891,1622,1830,2351
36740000,1984,1891,1623,1829,2347
36740000,1980,1897,1615,1840,2345
36740000,1974,1899,1612,1833,2357
20000,680,712,1981,2007,2451
20000,690,699,1878,1943,2449
30000,693,688,1972,1915,2452
30000,675,695,1920,1892,2456
30000,692,719,1953,1905,2452
30000,673,698,1902,1920,2449
30000,690,708,1902,1946,2438
30000,680,714,1967,1990,2446
30000,680,697,1979,1929,2451
30000,691,720,1988,1918,2448
30000,675,695,1901,1873,2430
30000,692,713,1914,1937,2448
30000,675,710,1922,1977,2450
30000,683,701,1970,1970,2450
