Time,Impedance magnitude of 1th pair of electrodes,Impedance magnitude of 2nd pair of electrodes,Phase1,Phase 2
0.0452298113898557,-880.144904731709,2200.78390627811,0.473175491001041,-1.28391559179094
0.0820362570957691,-778.277684787123,2404.96744469683,0.270853892679916,-1.52486974120565
0.118842702801684,-699.142030757413,2489.84695604722,-0.0479004134182809,-1.77120110110158
0.155649148507599,-777.809794846886,2328.68679364035,-0.0243856414484523,-1.70484427019604
0.181102362204724,-784.287005753899,2204.1320544429,0.223631599322148,-1.50192496376957
0.181285478850027,-716.400431106805,2047.61943960297,0.379489691796362,-1.32095994394984
0.18146859549533,-751.845227235304,1843.99236022179,0.390902358364459,-1.16736116077829
0.181651712140633,-797.11509601669,1863.32524053305,0.2649291608471,-1.21086643206137
0.181834828785936,-735.753399944151,2085.06949774911,0.0689138034304303,-1.52848889246361
0.182017945431239,-692.931630790406,2242.52306920806,0.0703816516123201,-1.68838457144283
0.182201062076542,-760.285849936962,2229.14424234655,0.305349081188953,-1.36727573611297
0.182384178721845,-848.166163874296,2112.9074811837,0.421502739849715,-1.04787136344163
0.182567295367148,-848.207014098754,2066.57984482487,0.280854367009765,-1.25037910862388
0.182750412012451,-763.121041128509,2162.07989703184,0.114470300932926,-1.60211173713468
0.182933528657754,-711.754222879479,2214.08560531349,0.0815543666235276,-1.58021638190927
0.183116645303057,-772.482193898271,2114.31190582203,0.157164914504461,-1.45115474026233
0.18329976194836,-837.879173724393,2038.70007782335,0.206639122538786,-1.53277755982122
0.220106207654275,-802.930466482696,2110.07151230986,0.138935663220067,-1.51161755068053
0.256912653360191,-776.518942249839,2176.74491497376,0.150312622215318,-1.28517473711511
0.293719099066104,-846.776063406403,2080.96212960704,0.338227236345172,-1.25086899016987
0.315143746566562,-878.20608321334,1952.66991660448,0.40255196895366,-1.41858302904705
0.315326863211865,-801.583881508836,1952.39811174701,0.298750028658673,-1.44635089035865
0.315509979857168,-755.351648983932,1930.03867423147,0.279681547255943,-1.35073453126007
0.315693096502471,-783.74671676439,1832.40375941628,0.258810964287594,-1.32769850421728
0.315876213147774,-795.564240129899,1919.40388308049,0.156868209718973,-1.3439887927838
0.316059329793077,-776.636054553577,2132.28772805929,0.145016120217668,-1.36273902329436
0.31624244643838,-727.373307233101,2172.11920650289,0.105170666475962,-1.52566014971565
0.316425563083683,-664.506802513135,2122.99430626563,-0.0666298813796883,-1.77885541108822
0.316608679728986,-715.019036539766,2076.84444195973,-0.0645486189709519,-1.74739230243378
0.316791796374289,-851.67900336614,1928.24363737926,0.16308975944346,-1.37971268409761
0.316974913019592,-879.465554782519,1867.4147774083,0.291133386297785,-1.14320538829989
0.317158029664895,-828.179396533256,2019.57354863679,0.246815140990731,-1.20868238404697
0.317341146310198,-829.411525047445,2091.27515939148,0.207571012123097,-1.25286786175291
0.354147592016114,-825.745096010169,2020.12742156995,0.261941795423302,-1.26655784382388
0.390954037722029,-783.726915402312,2023.02855694919,0.286372046607221,-1.49610658500016
0.427760483427944,-791.093992593217,2032.74166610995,0.13506624074536,-1.64704467811257
0.464566929133857,-869.443183522683,1901.40316890157,0.0906116053522869,-1.32017619539115
0.501373374839773,-940.61319867328,1774.30058853467,0.414513010750159,-0.890345852217746
0.533968137703717,-875.211698043317,1839.01318477159,0.546117443423024,-0.990128962692578
0.53415125434902,-690.164060769646,1939.78550569211,0.202508997680274,-1.45507718809365
0.534334370994323,-676.860830334487,1745.7436841469,0.22985345550092,-1.45073817062376
0.534517487639626,-890.893353792357,1431.99513729908,0.675682310689809,-0.900787902171556
0.534700604284929,-950.888367318745,1536.00545511774,0.486732864684975,-0.817581432690637
0.534883720930232,-797.527327042495,1892.21179009831,0.0223414919106808,-1.32823273580772
0.535066837575535,-750.654600526705,1901.18633918749,0.292088422783765,-1.38723683586766
0.535249954220838,-791.2532900947,1709.84681416955,0.647335245989822,-1.03096717310883
0.535433070866141,-789.679035733203,1719.30705181326,0.507489598673237,-1.04174964390055
0.535616187511444,-854.323424026165,1759.52591772346,0.474721707930304,-1.15263345601977
0.535799304156747,-914.540836868994,1733.46729632227,0.42910975690969,-1.10212194011815
0.572605749862662,-832.841959864668,1791.05405876025,0.0497772122913736,-1.28358402714015
0.609412195568577,-760.746069088781,1769.27284886569,0.0440879084353651,-1.39227356065001
0.646218641274492,-777.042127714358,1598.47754445755,0.458788975208089,-1.05781754425297
0.683025086980406,-766.859537552353,1588.45715814497,0.399735145571013,-0.942151962784009
0.719831532686321,-751.842405224919,1752.29245286539,-0.0157706643805988,-1.26974683034955
0.754989928584507,-800.565907613534,1739.46765612822,0.00723380799389677,-1.32695585718911
0.75517304522981,-838.951608867418,1476.92676575027,0.327330658993255,-1.04371803957067
0.755356161875113,-780.687334031144,1255.01475526783,0.300165093157642,-0.933265864567512
0.755539278520418,-642.370015834991,1302.09796689599,-0.0188833167559013,-1.03262316229886
0.755722395165721,-553.334705527046,1487.21994698699,-0.0491091123526058,-1.13202126858062
0.755905511811024,-616.893112983841,1494.00913472369,0.335917605540901,-1.11071907846811
0.756088628456327,-722.621455385794,1332.14294944666,0.586714141903437,-0.966025675016659
0.75627174510163,-744.187448878432,1294.66500382924,0.37320947782983,-0.878741493983581
0.756454861746933,-732.902987639406,1381.16601398406,0.105130081034659,-0.877988162076551
0.756637978392236,-696.673030877848,1385.64096987058,0.115898877966467,-0.866076478420508
0.756821095037539,-613.977190451085,1359.35099183836,0.14371466852667,-0.93619700110801
0.783556125251785,-596.249301086796,1397.3273554588,0.0515505718479111,-1.06817718239647
0.783739241897088,-648.277681316307,1346.98312770647,0.0816125975151918,-1.06400437534019
0.783922358542391,-648.545009623729,1113.08152405664,0.261831695686481,-0.897556395325461
0.784105475187694,-652.243709361949,924.890953334148,0.425190004603068,-0.656542633932209
0.784288591832997,-723.308148339105,1024.05916550302,0.472435486816917,-0.562911305025306
0.7844717084783,-729.213368005373,1239.17251129887,0.280158461213232,-0.805388990832031
0.784654825123603,-675.208182568161,1253.92794601124,0.0548834702644819,-0.95366316846021
0.784837941768906,-700.214269955716,1154.39673136295,0.202150583229285,-0.681537147824877
0.785021058414209,-697.201614473963,1146.51292882398,0.432023449900818,-0.589547563977315
0.785204175059512,-614.080567831913,1137.81374075115,0.35117579616704,-0.85831969660565
0.785387291704815,-669.756645523416,1110.51137749318,0.295908412009009,-0.855706484979777
0.785570408350118,-781.198101048876,1169.97443481431,0.354718300899654,-0.681870106375568
0.785753524995421,-690.44815027611,1180.40313877229,0.223182830737204,-0.751287851825609
0.785936641640724,-609.540855581639,1105.00839136795,0.16884873542893,-0.749708281269265
0.786119758286027,-738.538851191104,1110.49305908732,0.441586546238202,-0.580429313889593
0.78630287493133,-793.293908483753,1100.55490564811,0.635434154977117,-0.567088564856143
0.81138985533785,-661.333321403238,1021.97692536582,0.474706513400979,-0.671064622161063
0.811572971983153,-585.492232108238,1054.6311559791,0.18569994716576,-0.797812132695422
0.811756088628456,-617.264548582793,995.368000328473,0.140349653691218,-0.839007220725234
0.81193920527376,-673.521331344545,673.65466404682,0.481016547325639,-0.534255224163632
0.812122321919063,-724.042926777742,627.87458852024,0.736527655724344,-0.286242511595904
0.812305438564366,-655.899114013474,1004.78410034534,0.394301187836628,-0.623616805574591
0.812488555209669,-527.808554061502,1102.55030986507,-0.0856896839107904,-0.968234874180194
0.812671671854972,-570.13103943382,875.452569016519,-0.0795352953529284,-0.874280660311996
0.812854788500275,-656.957176427891,888.0212629455,0.0981415152986168,-0.843328130735032
0.813037905145578,-610.020813869132,959.134239049449,0.178720893393183,-0.829306736248801
0.813221021790881,-629.831336311675,839.361820523192,0.353609795278128,-0.540752134264607
0.813404138436184,-692.873887725472,893.515724074871,0.308061670518206,-0.527493706625154
0.813587255081487,-576.899503425955,1027.26414681171,-0.044593670557232,-0.787123944126186
0.81377037172679,-550.074000476837,872.80850503069,0.0303018756762148,-0.621983721527061
0.813953488372093,-784.736003293218,762.823297545937,0.466854429504527,-0.385092453970302
0.814136605017396,-851.711700381394,926.126551247777,0.419838269985378,-0.628977229971043
0.814279905116356,-636.112183475444,1002.6161226625,0.0346818960673212,-0.805434445805526
0.814463021761659,-543.025028248328,885.456534363287,0.0244428238410345,-0.529182696991646
0.814646138406962,-644.491695869682,689.150764676163,0.341426175218603,-0.21733816612785
0.814829255052265,-672.767033045227,489.620066604025,0.441856772846463,-0.299042892312825
0.815012371697568,-550.589737899584,575.533911352757,0.124105429761543,-0.810549256308396
0.815195488342871,-414.160020349092,858.142089453885,-0.186237640415417,-1.18563797224276
0.815378604988174,-408.25635214423,808.658300799058,-0.104845285754376,-0.927177003956347
0.815561721633477,-496.717277472801,578.131785430948,0.0715280763419994,-0.505779962311983
0.81574483827878,-514.451032355717,615.064529596939,0.096103071287022,-0.400781824958879
0.815927954924083,-496.331913746391,694.639858987204,0.149295715864047,-0.407231431026786
0.816111071569386,-561.67412329686,643.773170171581,0.141521815396953,-0.498217633137307
0.816294188214689,-587.680218678863,672.672440305558,0.000190697732299279,-0.689130652525823
0.816477304859992,-501.98809551627,700.495912583769,0.0509733487587846,-0.597879470053254
0.816660421505295,-480.184463077393,628.335100721358,0.227202217961244,-0.306282247893848
0.8168435381506,-546.024545585157,632.639279135589,0.151794672882784,-0.372872745347014
0.817026654795903,-557.845104099687,697.22835331864,-0.00145703429355982,-0.691945235020075
0.837901952360451,-555.128819589044,690.886847699503,0.0793717548205812,-0.695023913830642
0.838085069005754,-597.346709346206,619.60525618247,0.204557561006575,-0.437022962030061
0.838268185651057,-588.988439030641,454.050119398485,0.182978593561673,-0.329344663192357
0.83845130229636,-561.049504622449,297.346909525869,0.178181166227251,-0.316429377684859
0.838634418941663,-615.749107561024,404.194263543334,0.229791372910446,-0.266298648508162
0.838817535586966,-632.602354645357,594.921297653779,0.172824147351461,-0.345962954084412
0.839000652232269,-575.156831767588,454.468969350973,0.16833874396592,-0.390516567828562
0.839183768877572,-623.327192850098,214.781859572145,0.398797426711983,-0.147074678947098
0.839366885522875,-673.977319165273,358.150508714235,0.407294651276358,-0.0912882650369089
0.839550002168178,-541.615935831857,599.916118222796,0.0132666008036065,-0.455475735787433
0.839733118813481,-476.912980685412,492.405987492545,-0.0429924668907377,-0.51001551547273
0.839916235458784,-622.758837314323,346.354507043161,0.368907630806405,-0.121602010881262
0.840099352104087,-700.143655068968,411.282229307729,0.502510364009313,-0.00827574147757263
0.840282468749391,-670.857430015526,374.132201425646,0.322750452276227,-0.164304857932922
0.840465585394695,-696.672096908575,298.146456351398,0.158994124261458,-0.254824910027547
0.840648702039998,-660.775137516356,464.214029027108,-0.0537841928820578,-0.444341501286155
0.871595415096214,-559.409601684973,519.409806507657,0.0487143901323482,-0.486061118816734
0.871778531741517,-630.354542805207,209.533104303087,0.690145478927022,-0.00308475072622521
0.87196164838682,-738.272202805773,0.254747030862648,0.953562390344961,0.360330173953093
0.872144765032123,-593.710045286818,187.889752556004,0.363632927372275,-0.0556287528009811
0.872327881677426,-431.986881516155,435.844137684849,-0.145599922185546,-0.697445828042086
0.872510998322729,-524.879335318941,391.573444172491,0.00375042828854475,-0.711196633712057
0.872694114968033,-616.623736118081,179.185470962056,0.352900555925779,-0.183988406741315
0.872877231613336,-573.816502791893,129.830573426796,0.59666147938336,0.118115112999793
0.873060348258639,-608.722875616086,228.70938712054,0.558870257343267,-0.125313771983459
0.873243464903942,-627.915261492267,300.520334501656,0.0513182679702346,-0.444056362143733
0.873426581549245,-511.492530489784,375.041844877473,-0.201338037665011,-0.389717534164662
0.873609698194548,-535.81962864725,389.037864857749,0.273921023274373,-0.166064432099348
0.873792814839851,-658.660761284647,286.787799638022,0.386379470719615,-0.223227610999891
0.873975931485154,-550.549879391208,271.884391289076,-0.13075931684102,-0.481645394989319
0.874159048130457,-450.044597141726,311.438383833943,-0.0390109180822717,-0.460559758550539
0.87434216477576,-593.514677487264,236.358518801318,0.454180598621606,-0.213026876830241
0.911148610481675,-578.851740405071,219.413025301991,0.279620345259348,-0.204170957887645
0.947955056187588,-361.311387636885,296.00469003106,-0.0508940283332802,-0.351299604859822
0.984761501893503,-418.581162808588,237.539872902989,0.0481295540200363,-0.311875080099884
1.02156794759942,-594.438401271188,118.087578237159,0.0961003180938096,-0.217766933596781
1.04885232774957,-467.294128162629,152.371678024745,0.0166220195771271,-0.285157089483014
1.04903544439488,-343.830947577129,317.399745229757,0.0408672258188279,-0.381579794855258
1.04921856104018,-494.662226010542,495.679748195752,0.0233689087906379,-0.338055059423494
1.04940167768548,-571.343009524649,567.835643195496,0.0331398250495853,-0.219765233607529
1.04958479433079,-472.356743272297,445.864133187402,0.173104669530464,-0.189799237398323
1.04976791097609,-454.377989962812,269.768668236169,0.19506588592199,-0.267988522874699
1.04995102762139,-481.658549802753,282.887813881892,0.120173701971293,-0.30587880684659
1.05013414426669,-457.379463200946,426.660241866838,0.168274859789623,-0.252544058694474
1.050317260912,-485.287462466324,473.68178978809,0.185670358205839,-0.270855084093118
1.0505003775573,-515.877132947645,427.737269453859,0.115505726211951,-0.356225123967136
1.0506834942026,-452.330731363537,374.925909735065,0.217801448407154,-0.267873566016056
1.05086661084791,-450.690952892068,324.980775078379,0.366411377420967,-0.102562619772937
1.08767305655382,-572.645122996344,324.019876648307,0.286449579590148,-0.146698851856516
1.12447950225974,-591.923784363471,322.804320074881,0.202235928093133,-0.254739961442363
1.16128594796565,-463.911904422398,229.267811650183,0.270763920721598,-0.215841196758124
1.19809239367157,-433.0316006302,159.895054376534,0.289174115242543,-0.110968874407118
1.23489883937748,-522.031702410928,192.325316537255,0.24785296474782,0.00721754549966216
1.2717052850834,-524.230148660054,206.775139348813,0.245635543847343,0.0615479485938661
1.30851173078931,-469.250785391212,177.18137838232,0.235285047377665,-0.0324007371745249
1.34531817649522,-480.093450967533,144.124556822612,0.212678856083883,-0.119489335929479
1.38212462220114,-453.054789653453,77.8154047695393,0.19554693501992,-0.157473512200968
1.40428173628281,-339.96080816904,19.4429963344858,0.147155952672412,-0.204859737119061
1.40446485292811,-291.768673952637,-32.5093311873468,0.0869913468564947,-0.0165035374690023
1.40464796957342,-360.57355823758,-191.924525963203,0.103840931918365,0.317931186268578
1.40483108621872,-439.43073545159,-319.819609821795,0.208955670770206,0.216727470594577
1.40501420286402,-435.689507933156,-183.014356957142,0.263677968177927,-0.15517827423961
1.40519731950933,-374.214881723095,-23.1796437990243,0.21949626415784,-0.0993295583710185
1.40538043615463,-359.550555531397,-157.125420187118,0.180178922782515,0.201938434269151
1.44218688186054,-386.500311233308,-323.681642040988,0.116637445878123,0.193832294793264
1.47899332756646,-374.931483086096,-237.900031499449,0.0249728398074312,0.0721053035250869
1.51579977327237,-387.586700882932,-168.540823253864,0.0992025679503471,0.16450239792897
1.53173092141374,-438.864567464847,-331.125062786009,0.246433358264228,0.245089373255931
1.53191403805904,-356.671451703375,-483.905305093831,0.143533591363618,0.125679552475611
1.53209715470434,-209.322534837269,-490.65556060742,-0.0301092512687552,0.0888583435874927
1.53228027134965,-262.633556130906,-501.791390013667,0.075661194510915,0.287215069770883
1.53246338799495,-391.689258403644,-499.884571689367,0.19987964423358,0.35905605884628
1.53264650464025,-357.397057060207,-397.589149233627,0.0871340493879872,0.178848089205493
1.53282962128556,-325.160351621709,-357.3339011426,0.0611838455662044,0.156552852883706
1.53301273793086,-396.507806791741,-449.36304245081,0.209420718699218,0.327845982155537
1.53319585457616,-382.707005597762,-499.236426111831,0.206541681126603,0.310393919428351
1.53337897122146,-308.610069682581,-476.789470764328,0.116051667661034,0.195505230012661
1.53356208786677,-335.718856970937,-494.161288407197,0.191049056972124,0.329427965164982
1.53374520451207,-398.967548697328,-548.860648427296,0.271536388322744,0.540331758692142
1.53392832115737,-392.0929101788,-544.149452535309,0.160340224228245,0.427497184819934
1.57073476686329,-335.153889245858,-465.196017273262,0.00716350347657775,0.150698524984993
1.58520098184223,-278.289177186749,-476.804219564508,-0.0445844763184522,0.181658267963459
1.58538409848753,-253.991036090692,-637.188313631915,-0.0803541550946254,0.391903537091113
1.58556721513284,-248.201696624462,-727.562531714046,-0.12565235958816,0.386450198310824
1.58575033177814,-228.360238007924,-669.066876682723,-0.0617339051574042,0.327417726410497
1.58593344842344,-204.332354121937,-601.615327759468,0.047346474804049,0.3716193254312
1.58611656506875,-199.082454238288,-572.274154589557,0.0281974431307552,0.309239342272186
1.58629968171405,-245.271256098498,-596.914133775134,0.033830076271082,0.243096273223314
1.58648279835935,-326.190961341958,-666.787536568245,0.231277069056676,0.364443907174708
1.58666591500466,-302.268400106897,-690.09846195756,0.292497782356683,0.456494112931983
1.58684903164996,-177.129362914259,-698.822996462214,0.0156955487878354,0.426430886331035
1.58703214829526,-189.155874566149,-745.318022769448,-0.161027282284983,0.435396391084252
1.58721526494056,-316.320911230889,-731.096653074434,-0.0159399208738366,0.452917301845746
1.58739838158587,-278.613125886276,-651.392480751477,0.0158455909626459,0.388369449220863
1.58758149823117,-143.678946767106,-624.101225279323,-0.192862469931107,0.308614465955727
1.58776461487647,-163.70766620948,-679.566660804508,-0.193653839535556,0.314549675330271
1.62457106058239,-267.148341735047,-771.712782744022,0.0177555535412308,0.413916509699814
1.6613775062883,-306.169582857256,-842.911166220406,0.0320823182901999,0.502927202095645
1.66998398861755,-264.894866535274,-912.915081342829,-0.028756013349609,0.52837854972879
1.67016710526285,-112.961461759356,-1056.73163220998,0.061408422717434,0.530238435628357
1.67035022190815,13.9265329790772,-1175.65353700978,0.0524003203454539,0.524325104516489
1.67053333855346,-81.0599828515222,-1132.16230399614,-0.0608131675101459,0.544225381685342
1.67071645519876,-189.934860494286,-1033.24858889296,0.0135913762709304,0.573379311988103
1.67089957184406,-70.4774380800173,-1011.55822673645,0.140869037040101,0.54507886429522
1.67108268848937,38.9165177591228,-1029.2586812215,0.0302381052226969,0.549295109062873
1.67126580513467,-62.8790957875735,-1031.75251080127,-0.195395040899184,0.620858389081525
1.67144892177997,-171.514294161351,-1023.09495090074,-0.217514870062764,0.616586808604229
1.67163203842527,-150.25523023666,-1038.85078807504,-0.0405098466969617,0.583016435421919
1.67181515507058,-88.4119286654543,-1072.73046464986,0.0256258482339571,0.629782451592896
1.67199827171588,-38.696167596603,-1051.42343230359,-0.078529055840563,0.618383696894507
1.67218138836118,-40.0703812982148,-1014.91835148148,-0.0945001249633075,0.541534984525884
1.67236450500649,-119.978993706633,-1074.02619176954,0.0496971355507823,0.627034625600169
1.7029449847721,-146.583593043367,-1144.8503391475,0.140924496503976,0.758642075565867
1.7031281014174,-38.8317790456008,-1145.7910528289,0.027261359445357,0.652272394412608
1.7033112180627,13.0968886956083,-1238.29365658706,-0.114431851655689,0.570255318767743
1.70349433470801,-88.7629427295002,-1427.71543399831,-0.0431125510674695,0.777834357544852
1.70367745135331,-121.215623872608,-1452.70069942239,0.0772793612502126,0.899613879832777
1.70386056799861,-12.7391133833144,-1362.71528749807,0.0661615389917856,0.828955492658939
1.70404368464392,22.2859472770242,-1422.96317816403,0.0939182137233393,0.916638495588314
1.70422680128922,-11.5574943808125,-1490.04192006568,0.0758141309174148,0.961053985497317
1.70440991793452,43.9351140609452,-1336.40602045953,-0.184552479939915,0.728076318990614
1.70459303457982,63.6808257835721,-1195.37794172887,-0.25921112311927,0.660277582930182
1.70477615122513,-68.8240091392267,-1309.48562946917,0.112634390384427,0.877606654233067
1.70495926787043,-137.647737649059,-1468.2040384813,0.304669494770698,0.960282915449575
1.70514238451573,-36.613733409953,-1431.14346625664,0.0658006388441632,0.874114033672244
1.70532550116104,13.7621540267682,-1344.38578231679,0.0207536563281065,0.854696516203504
1.70550861780634,-65.9283096801842,-1377.47161628136,0.227015740510834,0.903816215595812
1.70569173445164,-88.6681092428174,-1408.50564619329,0.148319888190365,0.906357906298099
1.73022936492225,12.0498495435439,-1388.32157860846,-0.0650661108614492,0.811340011859045
1.73041248156756,79.8016803124219,-1468.98847459036,-0.0514994843488686,0.766749479896505
1.73059559821286,-1.86542684884481,-1640.1499948025,0.023298835578511,0.95600380911373
1.73077871485816,-106.37457776882,-1717.74761666127,0.0707368712711019,1.17019153649982
1.73096183150347,-57.4891646126889,-1642.09861504485,0.123783322480747,1.12107938969321
1.73114494814877,28.1192585372778,-1555.11901267341,0.0703829978619477,0.979661148752834
1.73132806479407,-25.5956065202934,-1570.17100773753,0.0362846414074363,0.987419995634051
1.73151118143937,-96.6876763763398,-1585.26829432868,0.160779292610409,1.07770355624425
1.73169429808468,-62.2911133477944,-1535.46984573529,0.198868586794774,1.13309869537077
1.73187741472998,-8.32535326889339,-1532.63838192868,0.0328334061555064,1.08686350662051
1.73206053137528,11.3807609958664,-1552.5761781861,-0.0744697365325299,0.996978036108407
1.73224364802059,-1.51602670529213,-1514.77331625665,0.0124412312264643,1.0676862298884
1.73242676466589,-65.2468995175687,-1560.95958434996,0.129560617773674,1.20519650377428
1.73260988131119,-135.111718482676,-1720.58089257322,0.197037481631972,1.16157600913977
1.7327929979565,-138.95352063362,-1761.08072874791,0.27537753507515,1.1085317316742
1.7329761146018,-89.6053872266718,-1649.65931725175,0.230138198281436,1.17993167653053
1.76978256030771,-65.2405463373973,-1586.88694651373,-0.0347012547110958,1.16010133076021
1.77619164289332,-71.2401462675042,-1639.24375824005,-0.20935131657642,1.10240191152207
1.77637475953862,-18.5883206148281,-1782.1588268515,-0.082543422867454,1.21637033295826
1.77655787618393,93.2221645249178,-1985.98667586379,0.13083361586602,1.38296836555438
1.77674099282923,160.67098694572,-2073.6459852842,0.197999165707867,1.40292284935494
1.77692410947453,167.690708983845,-1951.92123352063,0.0605751118197558,1.25656289870116
1.77710722611983,194.957887356631,-1859.43346150586,-0.104187746996894,1.15432852578297
1.77729034276514,263.16098053365,-1936.96656507852,-0.0570666354305819,1.25387900507619
1.77747345941044,266.455099964237,-1998.66370674454,0.0426699459931586,1.28368770947241
1.77765657605574,143.896201011122,-1981.85518362456,0.0234464730716604,1.16099291187315
1.77783969270105,55.6516189114966,-1983.59421419553,0.0636287729797866,1.2295515735218
1.77802280934635,103.974539897472,-1965.42707600152,0.130432521344786,1.34866461364091
1.77820592599165,110.966236543806,-1937.61354118516,0.112668485240316,1.23217672837041
1.77838904263696,21.9684795519831,-1984.63930839755,0.160865463230426,1.20951424494021
1.77857215928226,19.5179574971557,-2008.16320623038,0.169480887861612,1.34753535713331
1.77875527592756,110.35755767505,-1934.65988752436,-0.0173350202251833,1.25752506130648
1.7868124083209,186.77700015056,-1898.40484451421,-0.106023265964782,1.12616178677842
1.7869955249662,243.796666727716,-1995.71533409744,0.0370404150410117,1.32920109264103
1.7871786416115,232.356296130175,-2166.62134460378,0.117143246636209,1.55152598400231
1.78736175825681,161.563156244639,-2246.65486502917,-0.0196728052736886,1.41011049839927
1.78754487490211,185.729404493273,-2129.81701418142,-0.196699581891661,1.1641954999074
1.78772799154741,276.775225506632,-2002.80526758386,-0.160047681483082,1.20003370631366
1.78791110819272,291.565057543902,-2052.9594051819,-0.000919825854192097,1.33527707175262
1.78809422483802,279.426544955947,-2103.74848144634,-0.0578835741864772,1.20967517832007
1.78827734148332,257.058091927727,-2058.01514398448,-0.126154134081648,1.10025050917416
1.78846045812863,163.4240187044,-2093.60207865009,0.122002149095207,1.35228114042271
1.78864357477393,138.379631590595,-2163.89280762374,0.249815817135317,1.54443839001783
1.78882669141923,199.162444303171,-2164.13145352066,0.127599148937112,1.46417191727202
1.78900980806453,133.925260449164,-2237.4006634393,0.256078981797792,1.52945275795132
1.78919292470984,76.3940071864419,-2319.86330771624,0.292580343900359,1.59227317407237
1.78937604135514,196.997463690821,-2252.09782676031,-0.120408185199312,1.3506462010367
1.78955915800044,200.579229188486,-2203.75433389437,-0.209964262283339,1.26110687099076
1.80109550665454,84.7271908378499,-2201.40974776377,0.0844127011222389,1.41754038957037
1.80127862329984,216.623422244854,-2125.60626761842,-0.00844877594446177,1.36503971066359
1.80146173994514,385.752514027094,-2215.59558339998,-0.133798721185403,1.28710330341211
1.80164485659045,263.513727686696,-2463.87435765839,0.129121370979923,1.4340302539654
1.80182797323575,152.073396993422,-2438.14875231673,0.157939042539134,1.47648122296401
1.80201108988105,230.320151199035,-2281.00303739764,-0.0326500262239123,1.4176530818578
1.80219420652636,255.857395743763,-2384.69348680397,0.0876691309758509,1.51564764542293
1.80237732317166,213.298316887971,-2479.33530374,0.176522091910366,1.56291312684742
1.80256043981696,218.552552833189,-2351.48806818972,0.035882109154488,1.45183983389434
1.80274355646226,234.809566507374,-2306.71733835346,0.0710770988234948,1.41410791298948
1.80292667310757,245.842967689686,-2409.31217973564,0.146466832939992,1.42922526214228
1.80310978975287,218.586096878911,-2448.76040523883,0.0410044850282503,1.43947331458481
1.80329290639817,160.249216950054,-2410.59171235879,0.0439120558848952,1.55861972300583
1.80347602304348,195.194178080158,-2383.17028797269,0.137404704446228,1.62789238723799
1.80365913968878,245.933588843696,-2410.3901230826,0.108816288076146,1.49000946641794
1.80384225633408,199.904341519922,-2454.15402757552,0.101580150669403,1.39879115870349
1.8289292367406,232.892738876888,-2448.95230694222,0.137250341592644,1.49951471318188
